item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"I Am Dynamite!","Sue Prideaux",Sue,Prideaux,9780571336227,0571336221,"The Times Biography of the Year Winner of the Hawthornden Prize 2019 Longlisted for the Rathbones Folio Prize 2019 Longlisted for the Cundhill History Prize 2019 Longlisted for the HWA Non-Fiction Prize 2019 'Outstanding.' The Sunday Times 'A revelation.' Guardian 'Wonderful.' The Times 'Riveting.' New Statesman Friedrich Nietzsche's work rocked the foundation of Western thinking and continues to permeate our culture, high and low - yet he is one of history's most misunderstood philosophers. Sue Prideaux's myth-shattering book brings readers into the world of a brilliant, eccentric and deeply troubled man, illuminating the events and people that shaped his life and work. I Am Dynamite! is the essential biography for anyone seeking to understand Nietzsche, the philosopher who foresaw - and sought solutions to - our own troubled times.","Faber &amp; Faber, Limited",2019-08-01,,,,,464,,,,,,,,,,,,,2019-10-10,1
book,Coders,"Clive Thompson",Clive,Thompson,9781529018981,1529018986,"You use software nearly every instant you're awake. And this may sound weirdly obvious, but every single one of those pieces of software was written by a programmer. Programmers are thus among the most quietly influential people on the planet. As we live in a world made of software, they're the architects. The decisions they make guide our behaviour. When they make something newly easy to do, we do a lot more of it. If they make it hard to do something, we do less of it. If we want to understand how today's world works, we ought to understand something about coders. Who exactly are the people building today's world? What makes them tick? What type of personality is drawn to writing software? And perhaps most interestingly - what does it do to them? One of the first pieces of coding a newbie learns is the program to make the computer say, 'Hello, world!' Like that piece of code, Clive Thompson's Coders is a delightful place to begin to understand this vocation, which is both a profession and a way of life, and which essentially didn't exist little more than a generation ago, but now is considered just about the only safe bet we can make about what the future holds. Thompson takes us close to some of the great coders of our time, and unpacks the surprising history of the field, beginning with the first great coders, who were women. Ironically, if we're going to traffic in stereotypes, women are arguably 'naturally' better at coding than men, but they were written out of the history, and shoved out of the seats, for reasons that are illuminating. Now programming is indeed if not a pure brotopia, at least an awfully homogenous community, which attracts people from a very narrow band of backgrounds and personality types. As Thompson learns, the consequences of that are significant - not least being a fetish for disruption at scale that doesn't leave much time for pondering larger moral issues of collateral damage. At the same time, coding is a marvellous new art form that has improved the world in innumerable ways, and Thompson reckons deeply, as no one before him has, with what great coding in fact looks like, who creates it, and where they come from. To get as close to his subject has he can, he picks up the thread of his own long-abandoned coding practice, and tries his mightiest to up his game, with some surprising results. More and more, any serious engagement with the world demands an engagement with code and its consequences, and to understand code, we must understand coders.","Pan Macmillan",2019-07-11,,,,,448,,,,,,,,,,,,,2019-10-10,1
book,"The Land Where Lemons Grow: The Story of Italy and its Citrus Fruit","Helena Attlee",Helena,Attlee,9780241952573,0241952573,"Land Where Lemons Grow",Penguin,2015-04-02,,,,,272,,,,,,,,,,,,,2020-01-31,1
book,"The Madness of Crowds","Douglas Murray",Douglas,Murray,9781472959959,1472959957,"'Douglas Murray fights the good fight for freedom of speech ... A truthful look at today's most divisive issues' - Jordan B. PetersonIn his devastating new book The Madness of Crowds, Douglas Murray examines the twenty-first century's most divisive issues: sexuality, gender, technology and race. He reveals the astonishing new culture wars playing out in our workplaces, universities, schools and homes in the names of social justice, identity politics and 'intersectionality'.We are living through a postmodern era in which the grand narratives of religion and political ideology have collapsed. In their place have emerged a crusading desire to right perceived wrongs and a weaponization of identity, both accelerated by the new forms of social and news media. Narrow sets of interests now dominate the agenda as society becomes more and more tribal - and, as Murray shows, the casualties are mounting. Readers of all political persuasions cannot afford to ignore Murray's masterfully argued and fiercely provocative book, in which he seeks to inject some sense into the discussion around this generation's most complicated issues. He ends with an impassioned call for free speech, shared common values and sanity in an age of mass hysteria.","Bloomsbury Publishing Plc",2019-09-17,,,,,288,,,,,,,,,,,,,2020-01-31,1
book,"In the Shadow of Justice","Katrina Forrester",Katrina,Forrester,9780691163086,0691163081,"A history of how political philosophy was recast by the rise of postwar liberalism and irrevocably changed by John Rawls's A Theory of Justice In the Shadow of Justice tells the story of how liberal political philosophy was transformed in the second half of the twentieth century under the influence of John Rawls. In this first-ever history of contemporary liberal theory, Katrina Forrester shows how liberal egalitarianism--a set of ideas about justice, equality, obligation, and the state--became dominant, and traces its emergence from the political and ideological context of the postwar United States and Britain. In the aftermath of the civil rights movement and the Vietnam War, Rawls's A Theory of Justice made a particular kind of liberalism essential to political philosophy. Using archival sources, Forrester explores the ascent and legacy of this form of liberalism by examining its origins in midcentury debates among American antistatists and British egalitarians. She traces the roots of contemporary theories of justice and inequality, civil disobedience, just war, global and intergenerational justice, and population ethics in the 1960s and '70s and beyond. In these years, political philosophers extended, developed, and reshaped this liberalism as they responded to challenges and alternatives on the left and right--from the New International Economic Order to the rise of the New Right. These thinkers remade political philosophy in ways that influenced not only their own trajectory but also that of their critics. Recasting the history of late twentieth-century political thought and providing novel interpretations and fresh perspectives on major political philosophers, In the Shadow of Justice offers a rigorous look at liberalism's ambitions and limits.","Princeton University Press",2019-09-24,,,,,432,,,,,,,,,,,,,2020-01-31,1
book,"Ways of Seeing","John Berger",John,Berger,9780141035796,014103579X,"How do we see the world around us? The Penguin on Design series includes the works of creative thinkers whose writings on art, design and the media have changed our vision forever. &quot;Seeing comes before words. The child looks and recognizes before it can speak.&quot; &quot;But there is also another sense in which seeing comes before words. It is seeing which establishes our place in the surrounding world; we explain that world with words, but word can never undo the fact that we are surrounded by it. The relation between what we see and what we know is never settled.&quot; John Berger&#039;s Ways of Seeing is one of the most stimulating and influential books on art in any language. First published in 1972, it was based on the BBC television series about which the (London) Sunday Times critic commented: &quot;This is an eye-opener in more ways than one: by concentrating on how we look at paintings . . . he will almost certainly change the way you look at pictures.&quot; By now he has.","Penguin UK",2008-09-25,,,,,165,,,,,,,,,,,,,2020-01-31,1
book,"A Short History of Brexit","Kevin O'Rourke",Kevin,O'Rourke,9780241398234,0241398231,"'Crisp, clear and quietly devastating' Guardian 'Excellent, authoritative, highly readable' Irish Times A succinct, expert guide to how we got to Brexit After all the debates, manoeuvrings, recriminations and exaltations, Brexit is upon us. But, as Kevin O'Rourke writes, Brexit did not emerge out of nowhere: it is the culmination of events that have been under way for decades and have historical roots stretching back well beyond that. Brexit has a history. O'Rourke, one of the leading economic historians of his generation, explains not only how British attitudes to Europe have evolved, but also how the EU's history explains why it operates as it does today - and how that history has shaped the ways in which it has responded to Brexit. Why are the economics, the politics and the history so tightly woven together? Crucially, he also explains why the question of the Irish border is not just one of customs and trade, but for the EU goes to the heart of what it is about. The way in which British, Irish and European histories continue to interact with each other will shape the future of Brexit - and of the continent. Calm and lucid, A Short History of Brexit rises above the usual fray of discussions to provide fresh perspectives and understanding of the most momentous political and economic change in Britain and the EU for decades.","Penguin Books, Limited",2019-10-03,,,,,400,,,,,,,,,,,,,2020-01-31,1
book,"Williams: Ethics &amp; the Limits of Philosophy (Clo Th)","B WILLIAMS",B,WILLIAMS,9780674268579,0674268571,,"Harvard University Press",1985-07-01,,,,,248,,,,,,,,,,,,,2020-01-31,1
book,Napoleon,"Adam Zamoyski",Adam,Zamoyski,9780008116095,0008116091,"'Napoleon is an out-and-out masterpiece and a joy to read' Sir Antony Beevor, author of Stalingrad A landmark new biography that presents the man behind the many myths. The first writer in English to go back to the original European sources, Adam Zamoyski's portrait of Napoleon is historical biography at its finest. Napoleon inspires passionately held and often conflicting visions. Was he a god-like genius, Romantic avatar, megalomaniac monster, compulsive warmonger or just a nasty little dictator? While he displayed elements of these traits at certain times, Napoleon was none of these things. He was a man and, as Adam Zamoyski presents him in this landmark biography, a rather ordinary one at that. He exhibited some extraordinary qualities during some phases of his life but it is hard to credit genius to a general who presided over the worst (and self-inflicted) disaster in military history and who single-handedly destroyed the great enterprise he and others had toiled so hard to construct. A brilliant tactician, he was no strategist. But nor was Napoleon an evil monster. He could be selfish and violent but there is no evidence of him wishing to inflict suffering gratuitously. His motives were mostly praiseworthy and his ambition no greater than that of contemporaries such as Alexander I of Russia, Wellington, Nelson and many more. What made his ambition exceptional was the scope it was accorded by circumstance. Adam Zamoyski strips away the lacquer of prejudice and places Napoleon the man within the context of his times. In the 1790s, a young Napoleon entered a world at war, a bitter struggle for supremacy and survival with leaders motivated by a quest for power and by self-interest. He did not start this war but it dominated his life and continued, with one brief interruption, until his final defeat in 1815. Based on primary sources in many European languages, and beautifully illustrated with portraits done only from life, this magnificent book examines how Napoleone Buonaparte, the boy from Corsica, became 'Napoleon'; how he achieved what he did, and how it came about that he undid it. It does not justify or condemn but seeks instead to understand Napoleon's extraordinary trajectory. and who single-handedly destroyed the great enterprise he and others had toiled so hard to construct. A brilliant tactician, he was no strategist. But nor was Napoleon an evil monster. He could be selfish and violent but there is no evidence of him wishing to inflict suffering gratuitously. His motives were mostly praiseworthy and his ambition no greater than that of contemporaries such as Alexander I of Russia, Wellington, Nelson and many more. What made his ambition exceptional was the scope it was accorded by circumstance. Adam Zamoyski strips away the lacquer of prejudice and places Napoleon the man within the context of his times. In the 1790s, a young Napoleon entered a world at war, a bitter struggle for supremacy and survival with leaders motivated by a quest for power and by self-interest. He did not start this war but it dominated his life and continued, with one brief interruption, until his final defeat in 1815. Based on primary sources in many European languages, and beautifully illustrated with portraits done only from life, this magnificent book examines how Napoleone Buonaparte, the boy from Corsica, became 'Napoleon'; how he achieved what he did, and how it came about that he undid it. It does not justify or condemn but seeks instead to understand Napoleon's extraordinary trajectory. ean languages, and beautifully illustrated with portraits done only from life, this magnificent book examines how Napoleone Buonaparte, the boy from Corsica, became 'Napoleon'; how he achieved what he did, and how it came about that he undid it. It does not justify or condemn but seeks instead to understand Napoleon's extraordinary trajectory.","HarperCollins Publishers Limited",2019-09-19,,,,,752,,,,,,,,,,,,,2020-01-31,1
book,"Living with the Gods","Neil MacGregor",Neil,MacGregor,9780141986258,0141986255,"A panoramic exploration of peoples, objects and beliefs over 40,000 years from the celebrated author of A History of the World in 100 Objects and Germany, following the new BBC Radio 4 documentary and British Museum exhibition. One of the central facts of human existence is that every society shares a set of beliefs and assumptions - a faith, an ideology, a religion - that goes far beyond the life of the individual. These beliefs are an essential part of a shared identity. They have a unique power to define - and to divide - us, and are a driving force in the politics of much of the world today. Throughout history they have most often been, in the widest sense, religious. Yet this book is not a history of religion, nor an argument in favour of faith. It is about the stories which give shape to our lives, and the different ways in which societies imagine their place in the world. Looking across history and around the globe, it interrogates objects, places and human activities to try to understand what shared beliefs can mean in the public life of a community or a nation, how they shape the relationship between the individual and the state, and how they help give us our sense of who we are. For in deciding how we live with our gods, we also decide how to live with each other. 'The new blockbuster by the museums maestro Neil MacGregor ... The man who chronicles world history through objects is back ... examining a new set of objects to explore the theme of faith in society' Sunday Times","Penguin Books, Limited",2019-10-03,,,,,432,,,,,,,,,,,,,2020-01-31,1
book,"In the Beginning Was the Deed: Realism and Moralism in Political Argument","Bernard Williams",Bernard,Williams,9780691134109,0691134103,"A collection of essays, addressing the core subjects of political philosophy such as justice, liberty, and equality; the nature and meaning of liberalism; toleration; power and the fear of power; democracy; and the nature of political philosophy itself.","Princeton University Press",2007-11-19,,,,,200,,,,,,,,,,,,,2020-01-31,1
book,"On Human Nature","Roger Scruton",Roger,Scruton,9780691183039,0691183031,"A brief, radical defense of human uniqueness from acclaimed philosopher Roger Scruton In this short book, acclaimed writer and philosopher Roger Scruton presents an original and radical defense of human uniqueness. Confronting the views of evolutionary psychologists, utilitarian moralists, and philosophical materialists such as Richard Dawkins and Daniel Dennett, Scruton argues that human beings cannot be understood simply as biological objects. We are not only human animals; we are also persons, in essential relation with other persons, and bound to them by obligations and rights. Scruton develops and defends his account of human nature by ranging widely across intellectual history, from Plato and Averroës to Darwin and Wittgenstein. The book begins with Kant's suggestion that we are distinguished by our ability to say ""I""--by our sense of ourselves as the centers of self-conscious reflection. This fact is manifested in our emotions, interests, and relations. It is the foundation of the moral sense, as well as of the aesthetic and religious conceptions through which we shape the human world and endow it with meaning. And it lies outside the scope of modern materialist philosophy, even though it is a natural and not a supernatural fact. Ultimately, Scruton offers a new way of understanding how self-consciousness affects the question of how we should live. The result is a rich view of human nature that challenges some of today's most fashionable ideas about our species.","Princeton University Press",2018-09-11,,,,,160,,,,,,,,,,,,,2020-01-31,1
book,"The Uses of Pessimism and the Danger of False Hope","Roger Scruton",Roger,Scruton,9781848872011,1848872011,"In this provocative and passionately argued book, Roger Scruton proposes that the greatest harm and havoc has been wrought on the world by those who have presented themselves as optimists and idealists, whether of the left or of the right.","Atlantic Books, Limited",2011-04-01,,,,,240,,,,,,,,,,,,,2020-01-31,1
book,"Confessions of a Heretic","Roger Scruton",Roger,Scruton,9781910749128,1910749125,"Hard-hitting essays by acclaimed social commentator and philosopher Roger Scruton, guaranteed to provoke lively debate A wide-ranging selection that includes essays on architecture and modern art, the environment, politics, and culture. Each ""confession"" reveals aspects of the author's thinking that his critics would probably have advised him to keep to himself. Roger Scruton challenges popular opinion on key aspects of our society: What can we do to protect Western values against Islamic extremism? How can we nurture real friendship in the digital age of social media and Facebook? How should we achieve a timely death against the advances of modern medicine? How should environmental policies be shaped by the government? This provocative collection seeks to answer the most pressing problems of our age.","Notting Hill Editions",2016-03-10,,,,,208,,,,,,,,,,,,,2020-01-31,1
book,"Green Philosophy: How to Think Seriously About the Planet","Roger Scruton",Roger,Scruton,9781848872028,184887202X,,"Atlantic Books",2013-01-01,,,,,464,,,,,,,,,,,,,2020-01-31,1
book,"Money and Government","Robert Skidelsky",Robert,Skidelsky,9780300248623,0300248628,"A critical examination of economics's past and future, and how it needs to change, by one of the most eminent political economists of our time   The dominant view in economics is that money and government should play only a minor role in economic life. Economic outcomes, it is claimed, are best left to the ""invisible hand"" of the market. Yet these claims remain staunchly unsettled. The view taken in this important new book is that the omnipresence of uncertainty makes money and government essential features of any market economy.   Since Adam Smith, classical economics has espoused nonintervention in markets. The Great Depression brought Keynesian economics to the fore, but stagflation in the 1970s brought a return to small-state orthodoxy. The 2008 global financial crash should have brought a reevaluation of that stance; instead the response has been punishing austerity and anemic recovery. This book aims to reintroduce Keynes's central insights to a new generation of economists, and embolden them to return money and government to the starring roles in the economic drama that they deserve.","Yale University Press",2019-09-24,,,,,512,,,,,,,,,,,,,2020-01-31,1
book,Dickens,"Peter Ackroyd",Peter,Ackroyd,9781856190008,1856190005,"In this remarkable new biography, Peter Ackroyd offers a different view of Dickens to that presented in his earlier study of the author. In that book, Ackroyd's attempts to mimic the voice of the great writer were highly controversial, though some saw the book as a radical re-invention of the biography form. There is no arguing with the brilliant achievement of the more straightforward Charles Dickens: Public Life and Private Passion, however; the picture of Dickens and his complicated private life that emerges is fastidiously detailed and powerfully evocative, while Ackroyd's customary skill at creating a panoply of the city of London is as dazzling as ever (London, is, in fact, the subject of another biography by the author, who is unquestionably the keenest chronicler of the city's colourful history). Here, Ackroyd attempts to peel away the mask of a man whose life was outwardly a picture of Victorian rectitude, but whose love life was as complicated (and unconventional) as any modern writer. Dickens had everything--fame, success and riches--but he died harbouring a deep sadness he had experienced all his life. He was a man of mercurial character, had enormous vitality and humour, but he also had a sense of loss and longing that would constantly appear in his work. Like many eminent Victorians, he led a double life: although he insisted that nothing in the newspapers he edited should upset his middle-class readers, he regularly indulged in dubious night-time escapades with fellow author Wilkie Collins, and, for the last 13 years of his life, kept a secret mistress.  While presenting a warm but astringent portrait of the man who (along with George Eliot) can be classed as the greatest writer of his age, Ackroyd also masterfully recreates the relationship with the actress Ellen Ternan, a strong and intelligent woman (herself the subject of a biography by Claire Tomalin, The Inviisble Woman who, like her lover, outwardly observed the proprieties while living her real life behind closed doors. Ackroyd also vividly conjures the reality of Victorian life, the issues that sparked Dickens' fervent call for social reform, and the great landmarks of the time, which profoundly affected his life and work. --Barry Forshaw","Sinclair-Stevenson Ltd",1990-09-03,,,,,1195,,,,,,,,,,,,,2020-01-31,1
book,"Energy and Civilization","Vaclav Smil",Vaclav,Smil,9780262536165,0262536161,"A comprehensive account of how energy has shaped society throughout history, from pre-agricultural foraging societies through today's fossil fuel-driven civilization. ""I wait for new Smil books the way some people wait for the next 'Star Wars' movie. In his latest book, Energy and Civilization: A History, he goes deep and broad to explain how innovations in humans' ability to turn energy into heat, light, and motion have been a driving force behind our cultural and economic progress over the past 10,000 years. --Bill Gates, Gates Notes, Best Books of the Year Energy is the only universal currency; it is necessary for getting anything done. The conversion of energy on Earth ranges from terra-forming forces of plate tectonics to cumulative erosive effects of raindrops. Life on Earth depends on the photosynthetic conversion of solar energy into plant biomass. Humans have come to rely on many more energy flows--ranging from fossil fuels to photovoltaic generation of electricity--for their civilized existence. In this monumental history, Vaclav Smil provides a comprehensive account of how energy has shaped society, from pre-agricultural foraging societies through today's fossil fuel-driven civilization. Humans are the only species that can systematically harness energies outside their bodies, using the power of their intellect and an enormous variety of artifacts--from the simplest tools to internal combustion engines and nuclear reactors. The epochal transition to fossil fuels affected everything: agriculture, industry, transportation, weapons, communication, economics, urbanization, quality of life, politics, and the environment. Smil describes humanity's energy eras in panoramic and interdisciplinary fashion, offering readers a magisterial overview. This book is an extensively updated and expanded version of Smil's Energy in World History (1994). Smil has incorporated an enormous amount of new material, reflecting the dramatic developments in energy studies over the last two decades and his own research over that time.","MIT Press",2018-10-12,,,,,568,,,,,,,,,,,,,2020-01-31,1
book,"Any Human Heart","William Boyd",William,Boyd,9780141044170,0141044179,"Any Human Heart Every life is both ordinary and extraordinary, but Logan Mountstuart&#039;s - lived from the beginning to the end of the twentieth century - contains more than its fair share of both. This book tells the story of a life lived to the full - and a journey deep into a very human heart. Full description",Penguin,2009-10-26,,,,,512,,,,,,,,,,,,,2020-01-31,1
book,"The Federalist: With Letters of ""Brutus"" (Cambridge Texts in the History of Political Thought)","Alexander Hamilton, James Madison, John Jay",Alexander,Hamilton,9780521001212,0521001218,"The Federalist represents one side of one of the most momentous political debates ever conducted: wh....","Cambridge University Press",2003-05-29,,,,,640,,,,,,,,,,,,,2020-01-31,1
book,"Growth - From Microorganisms to Megacities","Vaclav Smil",Vaclav,Smil,9780262042833,0262042835,"A systematic investigation of growth in nature and society, from tiny organisms to the trajectories of empires and civilizations.Growth has been both an unspoken and an explicit aim of our individual and collective striving. It governs the lives of microorganisms and galaxies; it shapes the capabilities of our extraordinarily large brains and the fortunes of our economies. Growth is manifested in annual increments of continental crust, a rising gross domestic product, a child's growth chart, the spread of cancerous cells. In this magisterial book, Vaclav Smil offers systematic investigation of growth in nature and society, from tiny organisms to the trajectories of empires and civilizations. Smil takes readers from bacterial invasions through animal metabolisms to megacities and the global economy. He begins with organisms whose mature sizes range from microscopic to enormous, looking at disease-causing microbes, the cultivation of staple crops, and human growth from infancy to adulthood. He examines the growth of energy conversions and man-made objects that enable economic activities--developments that have been essential to civilization. Finally, he looks at growth in complex systems, beginning with the growth of human populations and proceeding to the growth of cities. He considers the challenges of tracing the growth of empires and civilizations, explaining that we can chart the growth of organisms across individual and evolutionary time, but that the progress of societies and economies, not so linear, encompasses both decline and renewal. The trajectory of modern civilization, driven by competing imperatives of material growth and biospheric limits, Smil tells us, remains uncertain.","MIT Press",2019-09-24,,,,,664,,,,,,,,,,,,,2020-01-31,1
book,"Thomas Jefferson: The Art of Power","Jon Meacham",Jon,Meacham,9780812979480,0812979486,,"Random House Trade Paperbacks",2013-11-26,,,,,800,,,,,,,,,,,,,2020-01-31,1
book,"The Government of No One","Anon, Ruth Kinna",Anon,Anon,9780241396551,0241396557,"Often associated with chaos or disorder, anarchy defies definition and routinely gets a bad press. And yet from Occupy to Pussy Riot, Noam Chomsky to David Graeber, this philosophical and political movement is as relevant as ever. Contrary to popular perception, different strands of anarchism - from individualism to collectivism - do follow certain structures and a shared sense of purpose- a belief in freedom and working towards collective good without the interference of the state. In this masterful, sympathetic account, political theorist Ruth Kinna traces the tumultuous history of anarchism, starting with thinkers and activists such as Peter Kropotkin and Emma Goldman and through key events like the Paris Commune and the Haymarket affair. Skillfully introducing us to the nuanced theories of a range of anarchist groups from around the world, The Government of No One reveals what makes a supposedly chaotic movement particularly adaptable and effective over centuries.","Penguin Books, Limited",2019-08-01,,,,,432,,,,,,,,"<p><strong>Reviewed on <a href=""https://jamieonsoftware.com/2020/01/09/kinna-government-of-noone.html"">Jamie on Software</a>.</strong></p>",2020-02-07,,,,2020-01-31,1
book,Whiteshift,"Eric Kaufmann",Eric,Kaufmann,9780241317105,024131710X,"THE TIMES, SUNDAY TIMES, FINANCIAL TIMES and EVENING STANDARD BOOKS OF THE YEAR 2018 Whiteshift tells the most important political story of the 21st century: how demographic change is transforming Western politics and how to think about the future of white majorities 'Powerful and rigorously researched. . . this is a book that speaks to the most urgent and difficult issues of our time' - John Gray, author of Seven Types of Atheism This is the century of whiteshift. As Western societies are becoming increasingly mixed-race, demographic change is transforming politics. Over half of American babies are non-white, and by the end of the century, minorities and those of mixed race are projected to form the majority in the UK and other countries. The early stages of this transformation have led to a populist disruption, tearing a path through the usual politics of left and right. One of the most crucial challenges of our time is to enable conservatives as well as cosmopolitans to view whiteshift as a positive development. In this groundbreaking book, political scientist Eric Kaufmann examines the evidence to explore ethnic change in Western Europe and North America. Tracing four ways of dealing with this transformation - fight, repress, flight and join - he charts different scenarios and calls for us to move beyond empty talk about national identity. If we want to avoid more radical political divisions, he argues, we have to open up debate about the future of white majorities. Deeply thought provoking, Whiteshift offers a wealth of data to redefine the way we discuss race in the twenty-first century.","Penguin Books, Limited",2018-10-25,,,,,624,,,,,,,,,,,,,2020-01-31,1
book,"The Bridge","Thane Gustafson",Thane,Gustafson,9780674987951,0674987950,"A noted expert on Russian energy argues that despite Europe's geopolitical rivalries, natural gas and deals based on it unite Europe's nations in mutual self-interest. Three decades after the fall of the Berlin Wall and the breakup of the Soviet empire, the West faces a new era of East-West tensions. Any vision of a modern Russia integrated into the world economy and aligned in peaceful partnership with a reunited Europe has abruptly vanished. Two opposing narratives vie to explain the strategic future of Europe, one geopolitical and one economic, and both center on the same resource: natural gas. In The Bridge, Thane Gustafson, an expert on Russian oil and gas, argues that the political rivalries that capture the lion's share of media attention must be viewed alongside multiple business interests and differences in economic ideologies. With a dense network of pipelines linking Europe and Russia, natural gas serves as a bridge that unites the region through common interests. Tracking the economic and political role of natural gas through several countries--Russia and Ukraine, the United Kingdom, Germany, the Netherlands, and Norway--The Bridge details both its history and its likely future. As Gustafson suggests, there are reasons for optimism, but whether the ""gas bridge"" can ultimately survive mounting geopolitical tensions and environmental challenges remains to be seen.","Harvard University Press",2020-01-07,,,,,520,,,,,,,,,,,,,2020-02-01,1
book,"The Shenzhen Experiment","Juan Du",Juan,Du,9780674975286,0674975286,"An award-winning Hong Kong-based architect with decades of experience designing buildings and planning cities in the People's Republic of China takes us to the Pearl River delta and into the heart of China's iconic Special Economic Zone, Shenzhen. Shenzhen is ground zero for the economic transformation China has seen in recent decades. In 1979, driven by China's widespread poverty, Deng Xiaoping supported a bold proposal to experiment with economic policies in a rural borderland next to Hong Kong. The site was designated as the City of Shenzhen and soon after became China's first Special Economic Zone (SEZ). Four decades later, Shenzhen is a megacity of twenty million, an internationally recognized digital technology hub, and the world's most successful economic zone. Some see it as a modern miracle city that seemingly came from nowhere, attributing its success solely to centralized planning and Shenzhen's proximity to Hong Kong. The Chinese government has built hundreds of new towns using the Shenzhen model, yet none has come close to replicating the city's level of economic success. But is it true that Shenzhen has no meaningful history? That the city was planned on a tabula rasa? That the region's rural past has had no significant impact on the urban present? Juan Du unravels the myth of Shenzhen and shows us how this world-famous ""instant city"" has a surprising history--filled with oyster fishermen, villages that remain encased within city blocks, a secret informal housing system--and how it has been catapulted to success as much by the ingenuity of its original farmers as by Beijing's policy makers. The Shenzhen Experiment is an important story for all rapidly urbanizing and industrializing nations around the world seeking to replicate China's economic success in the twenty-first century.","Harvard University Press",2020-01-31,,,,,384,,,,,,,,,,,,,2020-02-01,1
book,"10% Less Democracy","Garett Jones",Garett,Jones,9781503603578,1503603571,"During the 2016 presidential election, both Donald Trump and Bernie Sanders argued that elites were hurting the economy. But, drawing together evidence and theory from across economics, political science, and even finance, Garett Jones says otherwise. In 10% Less Democracy, he makes the case that the richest, most democratic nations would be better off if they slightly reduced accountability to the voting public, turning up the dial on elite influence. To do this, Jones builds on three foundational lines of evidence in areas where he has personal experience. First, as a former staffer in the U.S. Senate, he saw how senators voted differently as elections grew closer. Second, as a macroeconomist, Jones knows the merits of ""independent"" central banks, which sit apart from the political process and are controlled by powerful insiders. The consensus of the field is that this detached, technocratic approach has worked far better than more political and democratic banking systems. Third, his previous research on the effects of cognitive skills on political, social, and economic systems revealed many ways in which well-informed voters improve government. Discerning repeated patterns, Jones draws out practical suggestions for fine-tuning, focusing on the length of political terms, the independence of government agencies, the weight that voting systems give to the more-educated, and the value of listening more closely to a group of farsighted stakeholders with real skin in the game--a nation's sovereign bondholders. Accessible to political news junkies while firmly rooted and rigorous, 10% Less Democracy will fuel the national conversation about what optimal government looks like.","Stanford University Press",2020-02-11,,,,,248,,,,,,,,,,,,,2020-02-05,1
book,"The Search for the Perfect Language","Umberto Eco",Umberto,Eco,9780006863786,0006863787,"The Search for the Perfect Language","Fontana Press",2010-10-04,,,,,400,,,,,,,,,,,,,2020-02-08,1
book,"Wuthering Heights (Penguin Classics)","Emily Bronte",Emily,Bronte,9780141439556,97801414395,"This is a revised edition of Bronte&#039;s classic tale. Lockwood, the new tenant of Thrushcross Grange on the bleak Yorkshire Moors, is forced to seek shelter one night at Wuthering Heights, the home of his landlord. There he discovers the history of the tempestuous events that took place years before.","Penguin Books Ltd.",2003-12-16,,,,,353,,,,,,,,,,,,,2020-02-08,1
book,"How Will You Measure Your Life?","Clayton Christensen, James Allworth, Karen Dillon",Clayton,Christensen,9780007449156,0007449151,"How do you lead a fulfilling life? That profound question animates this book of inspiration and insight from world-class business strategist and bestselling author of The Innovator&#039;s Dilemma, Clayton Christensen. After beating a heart attack, advanced-stage cancer and a stroke in three successive years, the world-renowned innovation expert and author of one of the best selling and most influential business books of all time - The Innovator&#039;s Dilemma - Clayton M. Christensen delivered a short but powerful speech to the Harvard Business School graduating class. He presented a set of personal guidelines that have helped him find meaning and happiness in his life - a challenge even the brightest and most motivated of students find daunting. Akin to The Last Lecture in its revelatory perspective following life-altering events, that speech subsequently became a hugely popular article in the Harvard Business Review and is now a groundbreaking book, putting forth a series of questions and models for success that have long been applied in the world of business, but also can be used to find cogent answers to pressing life questions: How can I be sure that I&#039;ll find satisfaction in my career? How can I be sure that my relationships with my spouse, my family and my close friends become enduring sources of happiness? How can I avoid compromising my integrity (and stay out of jail)? How Will You Measure Your Life? is a highly original, surprising book from a singular business figure. It&#039;s a book sure to inspire and educate readers - companies and individuals, students of business, mid-career professionals, and even parents - the world over.",HarperCollins,2012-05-10,,,,,256,,,,,,,,,,,,,2020-02-12,1
